,Industry,Position.to.be.closed,Interview.Type,Gender,Candidate.Current.Location,Candidate.Job.Location,Interview.Venue,Candidate.Native.location,Have.you.obtained.the.necessary.permission.to.start.at.the.required.time,Hope.there.will.be.no.unscheduled.meetings,Can.I.Call.you.three.hours.before.the.interview.and.follow.up.on.your.attendance.for.the.interview,Can.I.have.an.alternative.number..desk.number..I.assure.you.that.I.will.not.trouble.you.too.much,Have.you.taken.a.printout.of.your.updated.resume..Have.you.read.the.JD.and.understood.the.same,Are.you.clear.with.the.venue.details.and.the.landmark.,Has.the.call.letter.been.shared,Expected.Attendance,Observed.Attendance,Marital.Status
399,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
400,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,no,yes,no,yes,no,no,no,no,married
401,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
402,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
403,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
404,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
405,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
406,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,salem,no,unknown,yes,yes,yes,yes,yes,no,no,married
407,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,no,yes,yes,yes,yes,yes,no,no,married
408,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
409,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,trichy,no,yes,yes,yes,yes,yes,yes,no,no,married
410,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
411,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
412,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,married
413,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
414,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
415,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
416,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,married
417,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
418,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
419,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
420,bfsi,routine,scheduled,male,chennai,chennai,chennai,vellore,no,NA,NA,NA,NA,NA,NA,no,no,married
421,bfsi,routine,scheduled,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,no,yes,yes,unknown,yes,single
422,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
423,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
424,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
425,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
426,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
427,bfsi,routine,scheduled,female,chennai,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
428,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
429,bfsi,routine,scheduled,female,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
430,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
431,bfsi,routine,scheduled,female,chennai,chennai,chennai,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
432,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
433,bfsi,routine,scheduled,male,chennai,chennai,chennai,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,no,single
434,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,no,unknown,no,single
435,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
436,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
437,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,no,yes,yes,yes,yes,unknown,yes,single
438,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
439,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
440,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,pune,no,yes,yes,yes,yes,yes,yes,unknown,no,married
441,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
442,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
443,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,mumbai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
444,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
445,pharmaceuticals,routine,scheduled,male,bangalore,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
446,pharmaceuticals,niche,scheduled,male,bangalore,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
447,pharmaceuticals,niche,scheduled,male,bangalore,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
448,pharmaceuticals,niche,scheduled,male,hyderabad,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
449,pharmaceuticals,routine,scheduled,female,bangalore,chennai,chennai,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
450,pharmaceuticals,routine,scheduled,female,hyderabad,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
451,pharmaceuticals,routine,scheduled,male,hyderabad,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
452,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
453,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,no,single
454,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
455,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
456,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,pune,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
457,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
458,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
459,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
460,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
461,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
462,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
463,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
464,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
465,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
466,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
467,bfsi,routine,scheduledwalkin,male,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,no,single
468,bfsi,routine,scheduledwalkin,female,bangalore,bangalore,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
469,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
470,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
471,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
472,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
473,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
474,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
475,bfsi,routine,walkin,male,chennai,chennai,chennai,vellore,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
476,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
477,bfsi,routine,walkin,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
478,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
479,bfsi,routine,walkin,male,chennai,chennai,chennai,vellore,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
480,bfsi,routine,walkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
481,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,single
482,bfsi,routine,walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
483,bfsi,routine,walkin,male,chennai,chennai,chennai,nagercoil,no,NA,NA,NA,NA,NA,NA,no,no,married
484,bfsi,routine,walkin,male,chennai,chennai,chennai,chitoor,yes,unknown,yes,yes,yes,yes,yes,unknown,no,single
485,bfsi,routine,walkin,male,chennai,chennai,chennai,chitoor,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
486,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
487,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
488,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
489,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
490,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
491,bfsi,routine,walkin,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
492,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
493,bfsi,routine,walkin,male,chennai,chennai,chennai,pondicherry,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
494,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
495,bfsi,routine,walkin,female,chennai,chennai,chennai,cochin,no,NA,NA,NA,NA,NA,NA,no,no,married
496,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
497,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,agra,yes,yes,yes,yes,yes,yes,no,unknown,no,single
498,itproductsandservices,routine,scheduled,male,delhi,gurgaon,gurgaon,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
499,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,no,unknown,yes,single
500,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
501,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
502,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
503,bfsi,routine,scheduled,male,chennai,chennai,chennai,pune,no,NA,NA,NA,NA,NA,NA,no,no,married
504,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
505,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
506,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,bangalore,no,NA,NA,NA,NA,NA,NA,no,no,single
507,pharmaceuticals,routine,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
508,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
509,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
510,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
511,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
512,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,mumbai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
513,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
514,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
515,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
516,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
517,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,pune,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
518,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,visakapatinam,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
519,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,kolkata,no,NA,NA,NA,NA,NA,NA,no,no,married
520,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,bhubaneshwar,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
521,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,ghaziabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
522,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,baddi,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
523,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
524,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
525,pharmaceuticals,niche,scheduledwalkin,male,bangalore,chennai,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
526,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
527,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
528,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
529,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
530,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
531,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
532,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
533,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hosur,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
534,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,trichy,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
535,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,hosur,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
536,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,nagercoil,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
537,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,trichy,no,NA,NA,NA,NA,NA,NA,no,no,married
538,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,tuticorin,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
539,pharmaceuticals,niche,scheduled,female,chennai,chennai,chennai,coimbatore,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
540,pharmaceuticals,niche,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
541,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
542,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
543,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chitoor,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
544,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,tirupati,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
545,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
546,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
547,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
548,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
549,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
550,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
551,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
552,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
553,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
554,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
555,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
556,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
557,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
558,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
559,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
560,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
561,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
562,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,trivandrum,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
563,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,no,single
564,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
565,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
566,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
567,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
568,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
569,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
570,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
571,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,no,NA,unknown,unknown,unknown,unknown,unknown,no,no,single
572,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
573,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
574,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,unknown,yes,married
575,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,unknown,no,single
576,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
577,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,married
578,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
579,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
580,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
581,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
582,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
583,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
584,electronics,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
585,electronics,routine,scheduled,male,chennai,chennai,chennai,vellore,no,NA,NA,NA,NA,NA,NA,no,no,single
586,electronics,routine,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,no,no,yes,yes,yes,unknown,yes,married
587,electronics,routine,scheduled,male,chennai,chennai,chennai,faizabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
588,electronics,routine,scheduled,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
589,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,no,unknown,no,married
590,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
591,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
592,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
593,electronics,routine,scheduled,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,single
594,electronics,routine,scheduled,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
595,electronics,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,yes,unknown,yes,married
596,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
597,electronics,routine,scheduled,male,chennai,chennai,chennai,trichy,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
598,electronics,routine,scheduled,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
599,electronics,routine,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
600,electronics,routine,scheduled,female,chennai,chennai,chennai,trichy,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
601,electronics,routine,scheduled,male,chennai,chennai,chennai,coimbatore,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
602,electronics,routine,scheduled,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,married
603,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
604,bfsi,routine,walkin,male,chennai,chennai,chennai,vellore,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
605,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
606,bfsi,routine,walkin,female,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
